where	who	kind	form	gloss
(436)	Nuxalk	root	√qa(m)	'ask, beg'
(436)	PS	cited form	*qǝ/am	the proto-Salish cognate of √qa(m), from Ku02:83
(437)	Nuxalk	cited form	qaa:χacxi	'tickle'
(437)	PS	cited form	*qas-xən	the proto-Salish cognate of qaa:χacxi, compare Ku02:85,211
(438)	Nuxalk	cited form	qaaχ:qχi	'unbalanced'
(438)	PS	cited form	*qayχ	'erring, drunk', the proto-Salish cognate of qaaχ:qχi, from Ku02:85
(439)	Nuxalk	cited form	qat‟	'pull towards oneself'
(439)	Nuxalk	root	√qaa:χt‟	'pull towards oneself', the root
(439)	PS	cited form	*q‟at‟	'pull with hook', the proto-Salish cognate of qat‟, from Ku02:89
(440)	Nuxalk	cited form	qm:qmi(i)	'soft'
(440)	PS	cited form	*qǝm	the proto-Salish cognate of qm:qmi(i), from Ku02:83
(441)	Nuxalk	cited form	qʷuc‟	'wash, launder'
(441)	PS	cited form	*q‟ʷǝc‟	the proto-Salish cognate of qʷuc‟, from Ku02:95
(442)	Nuxalk	cited form	qʷit	'blue'
(442)	PS	cited form	*qʷay	the proto-Salish cognate of qʷit, from Ku02:94
(443)	Nuxalk	cited form	qʷli	'green, yellow'
(443)	PS	cited form	*kʷǝl	the proto-Salish cognate of qʷli
(443)	PS	cited form	*qʷǝl	the other proto-Salish cognate of qʷli, from Ku02:44
(444)	Nuxalk	cited form	q‟ʷp-m	'particulate, powdery'
(444)	PS	cited form	*pǝq‟ʷ	the proto-Salish cognate of q‟ʷp-m, from Ku02:75
(445)	Nuxalk	root	√pq‟ʷ	'particulate, powdery'
(446)	Nuxalk	cited form	qχyu	'aberrant, useless, crazy'
(446)	Nuxalk	cited form	qi:χyu	'aberrant, useless, crazy', the variant
(446)	PS	cited form	*qayχ	'crazy', the proto-Salish cognate of qχyu, from Ku02:85
(446)	Sechelt	cited form	qi:qχ-iwán-m	'tell a lie', the Sechelt cognate of qχyu, from Ti77:30
(447)	Nuxalk	cited form	q‟aat	'small baited hook'
(447)	PS	cited form	*q‟at‟	the proto-Salish cognate of q‟aat, from Ku02:89
(448)	Nuxalk	root	√qt‟	'pointed'
(449)	Nuxalk	cited form	q‟im	'filled: complete, or closed and tight'
(449)	PS	cited form	*q‟im	'joined together, repaired', the cognate, from Ku02:88
(450)	Nuxalk	root	√q‟m-stxʷ	'get ready'
(451)	Nuxalk	cited form	s-q‟im	'scar'
(452)	Nuxalk	cited form	q‟l=lst	'steam-cook'
(452)	PS	cited form	*q‟ǝl	the proto-Salish cognate of q‟l=lst, from Ku02:87
(453)	Nuxalk	cited form	q‟s	'tight, firm; to be overly ...'
(453)	PS	cited form	*q‟ǝs	'be of too long duration', the cognate, from Ku02:89
(454)	Nuxalk	cited form	q‟c-iiχʷ-aɬ	'trip over sth'
(454)	PS	cited form	*q‟ac‟	'braid, weave, intertwine', the cognate, from Ku02:86
(455)	Nuxalk	cited form	q‟ʷum	'high, large'
(455)	Nuxalk	root	√uq‟ʷm	'high, large', the root
(455)	PS	cited form	*q‟ʷum	'top, high', the proto-Salish cognate of q‟ʷum, from Ku02:97
(456)	Nuxalk	cited form	q‟ʷumniq‟ʷ	'skull'
(456)	PS	cited form	*q‟ʷum	'head, skull', the proto-Salish cognate, from Ku02:97
(457)	Nuxalk	cited form	q‟ʷup	'treat with, expose to smoke'
(457)	PS	cited form	*pǝq‟ʷ	'dusty, smoky', the proto-Salish cognate, from Ku02:75
(458)	Nuxalk	cited form	s-a:c‟al-an	'echo'
(458)	PS	cited form	*(s-)c‟al-an	'shadow-ear or sound', the cognate, from Ku02:29,206
(459)	Nuxalk	cited form	sxʷ	'to leak'
(459)	PS	cited form	*si/ǝxʷ	'spill', the proto-Salish cognate of sxʷ, from Ku02:101
(460)	Nuxalk	cited form	six	'blood'
(461)	Nuxalk	cited form	sissi	'uncle'
(461)	Squamish	cited form	sísiʔ	the Squamish cognate of sissi, from Ku67:304
(462)	Nuxalk	cited form	s-kʷac-ta	'name'
(462)	PS	cited form	*kʷac	the proto-Salish cognate of s-kʷac-ta, from Ku02:44
(463)	Nuxalk	cited form	s-kʷp	'moisten, spray water on'
(463)	PS	cited form	*kʷǝp	the proto-Salish cognate of s-kʷp
(463)	PS	cited form	*pǝkʷ	'pour', the other proto-Salish cognate, from Ku02:72
(464)	Nuxalk	cited form	s-kʷc‟	'wrinkled'
(464)	PS	cited form	*k‟ʷǝc‟	'bend, twist', the proto-Salish cognate of s-kʷc‟, from Ku02:48
(465)	Nuxalk	cited form	sɬʔimc	'grandchild'
(465)	PS	cited form	*ʔimac	the proto-Salish cognate of sɬʔimc, from Ku02:17
(466)	Nuxalk	cited form	ʔimc	'nephew, niece'
(467)	Nuxalk	cited form	slalimc	'great-grandchild'
(468)	Nuxalk	cited form	s-ɬq‟	'barbecued and dried spring salmon'
(468)	PS	cited form	*ɬǝq‟	'spread', the proto-Salish cognate of s-ɬq‟, from Ku02:59
(469)	Nuxalk	cited form	sliɬqʷ-am:ams	'fish cheeks'
(469)	PS	cited form	*s-ɬi(:ɬ)qʷ	'flesh, fish', the proto-Salish cognate, from Ku02:60
(470)	Nuxalk	cited form	s-lix	'slime'
(470)	PS	cited form	*lix	the proto-Salish cognate of s-lix, from Ku02:54
(470)	Nuxalk	cited form	ɬix	'slime', the form compared with s-lix
(471)	Nuxalk	cited form	sliiχʷ	'salmon head stew'
(471)	PS	cited form	*s-ɬiʔqʷ	'flesh, meat', the proto-Salish cognate of sliiχʷ, from Ku02:60
(472)	Nuxalk	cited form	s-pl-iɬ	'vagina'
(472)	PS	cited form	*s-pl-ucin	'mouth', the proto-Salish cognate of s-pl-iɬ, from Ku02:73
(473)	Nuxalk	cited form	s-p‟u	'to fart'
(473)	PS	cited form	*p‟uʔ	the proto-Salish cognate of s-p‟u, from Ku02:78
(474)	Nuxalk	cited form	s-qma	'chest'
(474)	PS	cited form	*s-qǝp-mǝn	the proto-Salish cognate of s-qma, from Ku02:85
(475)	Nuxalk	cited form	sq‟ʷ	'fly, jump'
(475)	PS	cited form	*sǝ/aq‟ʷ	the proto-Salish cognate of sq‟ʷ, from Ku02:100
(476)	Nuxalk	cited form	sq‟ʷχʷlun	'kneecap'
(476)	PS	cited form	*q‟ʷa/ǝχʷ	'leg', the proto-Salish cognate of sq‟ʷχʷlun, from Ku02:97
(476)	PS	cited affix	*-l-ǝwǝn	the suffix of the cognate of sq‟ʷχʷlun
(477)	Nuxalk	cited form	sq‟	'tear, cut open'
(477)	PS	cited form	*sǝq‟	'split, crack', the proto-Salish cognate of sq‟, from Ku02:99
(478)	Nuxalk	cited form	sq‟-aɬ	'it stopped raining'
(479)	Nuxalk	cited form	nu-sq‟-aaχ-m	'yell, scream'
(480)	Nuxalk	cited form	sun:q‟-ʷuc	'yawn'
(481)	Nuxalk	cited form	stakaw	'sister-in-law'
(481)	PS	cited form	*(s-)kaw	'in-law', the proto-Salish cognate of stakaw, from Ku02:38
(482)	Nuxalk	cited form	s-tamᴗks	'what is it?'
(482)	PS	cited form	*s-tam	the proto-Salish cognate of s-tamᴗks, from Ku02:104
(483)	Nuxalk	cited form	ʔa-stamᴗks	'where is he?'
(484)	Nuxalk	cited form	ʔu-stamᴗks	'where is he going?'
(485)	Nuxalk	root	√staq‟	'touch, grab'
(485)	PS	cited form	*t‟aq‟	'reach across', the proto-Salish cognate of √staq‟, from Ku02:111
(486)	Nuxalk	root	√s-ƛ‟xʷ	'act properly, behave well'
(486)	PS	cited form	*ƛ‟əxʷ	'win, do it right', the proto-Salish cognate, from Ku02:64
(487)	Nuxalk	cited form	st‟win	'hide'
(487)	PS	cited form	*s-t‟ǝwin	the proto-Salish cognate of st‟win, from Ku02:112
(488)	Nuxalk	cited form	s-unxʷ	'universe, world, sky, weather, day'
(488)	PS	cited form	*s-ǝnǝxʷ	'season, weather', the proto-Salish cognate of s-unxʷ
(488)	PS	cited affix	-anaxʷ	the variant of the cognate of s-unxʷ, from Ku02:207
(489)	Nuxalk	cited form	suq‟	'peel, remove bark'
(489)	PS	cited form	*suq‟ʷ	the proto-Salish cognate of suq‟, from Ku02:100
(490)	Nuxalk	cited form	sutk	'winter'
(490)	PS	cited form	*sutik	the proto-Salish cognate of sutk, from Ku02:100
(491)	Nuxalk	cited form	s-u:c‟-m	'pimple'
(491)	PS	cited form	*c‟uʕʷ	'sore', the proto-Salish cognate of s-u:c‟-m, from Ku02:35
(492)	Nuxalk	cited form	suc‟m-us	'barnacle'
(493)	Nuxalk	cited form	s-uuχi	'younger sibling'
(493)	Nuxalk	cited form	s-u:sqʷi(i)	'younger sibling', the variant
(493)	PS	cited form	*ʔuq‟ʷay	the proto-Salish cognate of s-uuχi, from Ku02:19
(494)	Nuxalk	cited form	ʔuuχi	'display jealousy towards younger sibling'
(495)	Nuxalk	cited form	sχ	'scrape, plane'
(495)	PS	cited form	*saχ	the proto-Salish cognate of sχ, from Ku02:101
(496)	Nuxalk	cited form	sχʷa-yχʷ	'wash sb's head'
(496)	PS	cited form	*səʕʷ	'flow, wetness', the proto-Salish cognate, from Ku02:102
(497)	Nuxalk	cited form	tx	'cut with a knife'
(497)	PS	cited form	*tǝx	'make cutting or combing motion', the cognate, compare Ku02:107
(498)	Nuxalk	cited form	txʷu-kaw-k	'go down to riverbank'
(498)	PS	cited form	*kaw	'go down, descend', the proto-Salish cognate, from Ku02:39
(499)	Nuxalk	cited form	tixca	'tongue'
(499)	Nuxalk	root	√tixcn	'tongue', the root
(499)	PS	cited form	*tixw…c…	the proto-Salish cognate of tixca, from Ku02:107
(500)	Nuxalk	cited form	tiq‟	'sew, stitch'
(500)	PS	cited form	*t‟aq‟	'cross over', the proto-Salish cognate of tiq‟, from Ku02:111
(501)	Nuxalk	cited form	nu-s-tq‟	'patch, sew, join'
(502)	Nuxalk	root	√t-k‟iɬ	'near'
(502)	PS	cited form	*k‟i(-t)	the proto-Salish cognate of √t-k‟iɬ, from Ku02:40
(503)	Nuxalk	cited form	ƛ‟aχʷ	'hard, stiff'
(503)	PS	cited form	*ƛ‟ǝʕʷ	the proto-Salish cognate of ƛ‟aχʷ, from Ku02:65
(504)	Nuxalk	root	√tp	'spread, put onto a frame'
(504)	PS	cited form	*pat	'line up, spread', the proto-Salish cognate of √tp, from Ku02:75
(505)	Nuxalk	root	√tap	'spread, open'
(506)	Nuxalk	root	√t-plq‟	'turn inside out'
(506)	PS	cited form	*p‟ǝlq‟	'turn around', the proto-Salish cognate, from Ku02:79
(507)	Nuxalk	cited form	tq-an	'deaf, unable to understand'
(507)	PS	cited form	*tǝq	'close, obstruct', the proto-Salish cognate, from Ku02:106
(508)	Nuxalk	cited form	tq‟	'arrive by boat, land alongshore'
(508)	PS	cited form	*t‟aq‟	'reach across', the proto-Salish cognate of tq‟, from Ku02:111
(509)	Nuxalk	cited form	cakʷ	'long'
(509)	PS	cited form	*ca/əkʷ	'pulled out', the proto-Salish cognate of cakʷ, from Ku02:23
(510)	Nuxalk	cited form	caχʷ-m	'to wade'
(510)	Nuxalk	root	√caχʷ	'to wade', the root
(510)	PS	cited form	*cǝ/iχʷ	'water, stream', the proto-Salish cognate, from Ku02:26
(511)	Nuxalk	cited form	ciiχ	'dig for sth'
(511)	Nuxalk	root	√ciiq	'dig for sth', the root
(511)	PS	cited form	*ciq	'dig, stab', the proto-Salish cognate of ciiχ, from Ku02:25
(512)	Nuxalk	cited form	cq	'make hole in sth'
(513)	Nuxalk	cited form	ckʷ-m	'draw, pull out'
(513)	PS	cited form	*cǝkʷ	the proto-Salish cognate of ckʷ-m, from Ku02:23
(514)	Nuxalk	cited form	cikʷ	'move sth'
(515)	Nuxalk	cited form	ck‟ʷ-m	'pull out'
(515)	PS	cited form	*cǝk‟ʷ	the proto-Salish cognate of ck‟ʷ-m, from Ku02:23
(516)	Nuxalk	cited form	cq‟	'grab, pull, tear at'
(516)	PS	cited form	*c‟əq‟	'to hit', the proto-Salish cognate of cq‟, from Ku02:32
(517)	Nuxalk	cited form	cut	'say'
(517)	PS	cited form	*cu-t	the proto-Salish cognate of cut, from Ku02:26
(518)	Nuxalk	cited form	nu-cun-uc	'ask permission'
(519)	Nuxalk	cited form	c‟iχ	'burn, scald sth'
(519)	PS	cited form	*c‟iχ	the proto-Salish cognate of c‟iχ, from Ku02:33
(520)	Nuxalk	cited form	c‟ɬ	'shelter, cover, shade sth'
(520)	PS	cited form	*c‟i/al	'shelter, shade', the proto-Salish cognate, from Ku02:29
(521)	Nuxalk	cited form	c‟s	'loud, noisy'
(521)	PS	cited form	*c‟ǝs	'rattle', the proto-Salish cognate of c‟s, from Ku02:32
(522)	Nuxalk	root	√c‟u	'suck'
(522)	PS	cited form	*c‟u(-)m	the proto-Salish cognate of √c‟u, from Ku02:30
(523)	Nuxalk	cited form	c‟u:c‟qʷ	'having sores'
(523)	Nuxalk	root	√c‟uuχ	'having sores', the root
(523)	PS	cited form	*c‟uʕʷ	'sore', the proto-Salish cognate of c‟u:c‟qʷ, from Ku02:35
(524)	Nuxalk	cited form	tux	'unwind, unravel'
(524)	PS	cited form	*təx	'to comb', the proto-Salish cognate of tux, from Ku02:107
(525)	Nuxalk	cited form	t‟aaχʷ	'lick sth'
(525)	PS	cited form	*t‟aqʷ	the proto-Salish cognate of t‟aaχʷ, from Ku02:112
(526)	Nuxalk	cited form	t‟m(-)iiχʷ	'stump in water'
(526)	PS	gloss only	*„cut-top‟	the proto-Salish cognate given as a gloss only, compare Ku02:110
(527)	Nuxalk	cited form	t‟qʷl	'braid, weave sth'
(527)	PS	cited form	*t‟ǝqʷaʔ	the proto-Salish cognate of t‟qʷl, from Ku02:112
(528)	Nuxalk	cited form	nu-t‟qʷal-m	'step over obstacle'
(529)	Nuxalk	cited form	t‟um	'suck sth'
(529)	PS	cited form	*t‟um	the proto-Salish cognate of t‟um
(529)	PS	cited form	tum	the variant proto-Salish cognate, from Ku02:110
(530)	Nuxalk	cited form	tums	'woman's breast'
(531)	Nuxalk	cited form	t‟χ(-)ʷúɬ	'six'
(531)	PS	cited form	*t‟ǝχ	the proto-Salish cognate of t‟χ(-)ʷúɬ, from Ku02:113
(532)	Nuxalk	root	√ʔul	'come close to, reach end of'
(532)	PS	cited form	*ʔul	'gather, meet', the proto-Salish cognate of √ʔul, from Ku02:16
(533)	Nuxalk	cited form	s-ʔul-m	'lahal game stakes'
(534)	Nuxalk	cited form	ʔulix	'choose sth'
(534)	PS	cited form	ʔul-ix	'begin to gather', the cognate of ʔulix
(534)	PS	cited affix	-lx	the variant of the cognate of ʔulix
(535)	Nuxalk	cited form	s-ulix-c	'food-to-go'
(536)	Nuxalk	cited form	ʔuɬqn	'pail, bucket'
(536)	PS	cited form	*wəɬqʷ-(t)ən	'cooking implement', the cognate, compare Ku02:135
(537)	Nuxalk	cited form	ʔus:p‟us	'lungs'
(537)	PS	cited form	*p‟us	the proto-Salish cognate of ʔus:p‟us, from Ku02:81
(538)	Nuxalk	cited form	waᴗks	'who is it?'
(538)	PS	cited form	*wat	the proto-Salish cognate of waᴗks, from Ku02:116
(539)	Nuxalk	cited form	wa-c-tu-mᴗks	'what is his name?'
(540)	Nuxalk	cited form	wal	'leave sb'
(540)	PS	cited form	*ɬ(a)wal	the proto-Salish cognate of wal, from Ku02:61
(541)	Nuxalk	cited form	ʔi-ɬul	'gone for one day'
(542)	Nuxalk	cited form	s-walut	'leave sb behind'
(542)	Nuxalk	root	√s-wal	'leave sb behind', the root
(543)	Nuxalk	cited form	wayx	'new, recent'
(543)	PS	cited form	*way	'revealed', the proto-Salish cognate of wayx, from Ku02:116
(544)	Nuxalk	root	√wiiq	'pry open'
(544)	Nuxalk	root	√wiiχ	'pry open', the variant root
(544)	PS	cited form	*wiq‟	'take apart, open', the proto-Salish cognate, from Ku02:115
(545)	Nuxalk	cited form	wl	'pour, spill sth'
(545)	PS	cited form	*wal	'tilt, tip over', the proto-Salish cognate of wl, from Ku02:114
(546)	Nuxalk	cited form	wl:wlka-cut	'to limp'
(546)	PS	cited affix	*-(i)kǝn	'back, spine', the suffix, from Ku02:114,204
(547)	Nuxalk	cited form	χam-lx	'be stuck, not moving away'
(547)	PS	cited form	*χa/ǝm	'heavy, weigh down', the proto-Salish cognate, from Ku02:126
(548)	Nuxalk	cited form	χiɬ	'be frequent, be or do often'
(548)	PS	cited form	*χil	'similar, frequent', the proto-Salish cognate, from Ku02:125
(549)	Nuxalk	root	√χɬ	'lack, be deprived'
(549)	PS	cited form	ʕəɬ/l	'to lose', the proto-Salish cognate of √χɬ, from Ku02:134
(550)	Nuxalk	root	√χlq‟	'cause to go around or across sth'
(550)	PS	cited form	*χǝlǝq‟	'turn, roll', the proto-Salish cognate of √χlq‟, from Ku02:125
(551)	Nuxalk	cited form	χm	'to bite'
(551)	PS	cited form	*χǝm	the proto-Salish cognate of χm, from Ku02:127
(552)	Nuxalk	root	√χƛ‟	'half, incomplete, defective, faulty'
(552)	PS	cited form	*χaƛ‟	'to want, difficult', the proto-Salish cognate, from Ku02:125
(553)	Nuxalk	cited form	χʷuq‟	'rasp, file'
(553)	PS	cited form	*χʷu/aq‟ʷ	'grind, rasp', the proto-Salish cognate, from Ku02:128
(554)	Nuxalk	cited form	χʷiq‟-m	'grate, creak, squeak'
(555)	Nuxalk	cited form	χʷay	'melt'
(555)	PS	cited form	*χʷay	'perish, disappear', the proto-Salish cognate, from Ku02:129
(556)	Nuxalk	root	√χʷis	'fun, pleasure, play'
(556)	PS	cited form	*ʕʷǝy(s/c)	'play, joke, make fun', the cognate, from Ku02:135
(557)	Nuxalk	cited form	χʷs-an-im	'obsolete game'
§2.3.3	Hank Nater	heading	Areal cognates	section 2.3.3
(558)	Nuxalk	cited form	kip‟	'grasp, pinch'
(558)	PS	cited form	*k‟ip‟	the proto-Salish cognate of kip‟
(558)	NW	root	√k‟p	'hold by squeezing', the North Wakashan cognate, from Ku02:42
(559)	Nuxalk	cited form	ʔl:pl-ii	'thin'
(559)	PS	cited form	*pal	the proto-Salish cognate of ʔl:pl-ii, from Ku02:72
(559)	NW	root	√pl	the North Wakashan cognate of ʔl:pl-ii, from LR80:59
(560)	Nuxalk	cited form	pl=lst	'scale of fish'
(561)	Nuxalk	cited form	mnk	'excrement'
(561)	PS	cited form	*mnak	the proto-Salish cognate of mnk
(561)	NW	root	√mnk	the North Wakashan cognate of mnk, from Ku02:68-69
(562)	Nuxalk	cited form	mús	'four'
(562)	PS	cited form	*mus	the proto-Salish cognate of mús
(562)	NW	root	√mw	the North Wakashan cognate of mús, from Ku02:69
(563)	Nuxalk	cited form	ʔas-mús	'three'
(564)	Nuxalk	root	√ps	'blow, hiss'
(564)	IS	cited form	*pǝs	'break wind', the Interior Salish cognate of √ps, from Ku02:177
(564)	NW	root	√pis	'to whistle', the North Wakashan cognate of √ps, from LR80:61
(565)	Nuxalk	cited form	ʔa-ps	'defecate'
(566)	Nuxalk	cited form	pus	'grow'
(566)	PS	cited form	*pu…	the proto-Salish cognate of pus, from Ku02:76
(566)	NW	root	√bus	'to swell', the North Wakashan cognate of pus, from LR80:54
(567)	Nuxalk	cited form	pu-cut	'swell, rise (water)'
(568)	Nuxalk	cited form	q‟ʷalm-uuɬ	'roast potatoes under sand'
(568)	PS	cited form	*q‟ʷal/y-	'scorch, burn', the proto-Salish cognate, from Ku02:95
(568)	NW	root	√q‟ʷaɬ	'burn to cinders', the North Wakashan cognate, from LR80:334
(569)	Nuxalk	root	√q‟ʷay	'ashes, charred'
(570)	Nuxalk	cited form	k‟ʷalx	'scorched'
(571)	Nuxalk	cited form	ʔa:k‟ʷi	'smoked salmon head skin'
(572)	Nuxalk	cited form	s-q‟ʷaɬ-kʷ	'ashes'
(573)	Nuxalk	cited form	s-q‟ʷayχ-ɬɬ	'ashes'
(574)	Nuxalk	root	√q‟al	'twist, spin'
(574)	PS	cited form	*q‟ǝl	the proto-Salish cognate of √q‟al
(574)	NW	root	√q‟aɬ	'braid, plait', the North Wakashan cognate, from Ku02:86-87
(575)	Nuxalk	cited form	q‟l-m	'to stagger'
(576)	Nuxalk	cited form	q‟lsxʷ	'rope'
(577)	Nuxalk	cited form	q‟laχ	'fence'
(577)	PS	cited form	*q‟laχ	the proto-Salish cognate of q‟laχ, from Ku02:88
(577)	Haisla	cited form	q‟làχn	the Haisla cognate of q‟laχ, from LR86:311
(577)	Tahltan	cited form	q‟anaˑχán	the Tahltan cognate of q‟laχ, from the author's in-laws
(578)	Nuxalk	cited form	sp‟	'hit with a stick'
(578)	PS	cited form	*sǝp‟	the proto-Salish cognate of sp‟, from Ku02:99
(578)	Yurok	root	√s‟oˑp	the Yurok cognate of sp‟, from Go75:4
(579)	Nuxalk	cited form	cak‟ʷ	'straight'
(579)	PS	cited form	*ca/ək‟ʷ	the proto-Salish cognate of cak‟ʷ
(579)	NW	root	√ʒakʷ	'straighten out', the North Wakashan cognate, from Ku02:23-24
(580)	Nuxalk	cited form	χc‟a	'stick, rod'
(580)	Nuxalk	cited form	qc‟a	'stick, rod', the variant
(580)	PS	cited form	*χǝc‟-ay‟	the proto-Salish cognate of χc‟a
(580)	Oowekyala	cited form	χc‟aʔi	'canoe', the Oowekyala cognate of χc‟a, from Ku02:124
(581)	Nuxalk	cited form	χʷs	'oil, grease, lubricate'
(581)	CS	cited form	*χʷǝs	'grease', the Coast Salish cognate of χʷs, from Ku02:156
(581)	Kwak̓wala	root	√χʷs	'seal blubber', the Kwak̓wala cognate of χʷs, from LR80:337
(582)	Nuxalk	cited form	χs	'fat'
§2.3.4	Hank Nater	heading	NS cognates	section 2.3.4
(583)	Nuxalk	cited form	ʔaaχn	'perceive an omen'
(583)	Haisla	cited form	ʔaqn	'omen', the Haisla cognate of ʔaaχn
(583)	Haisla	root	√ʔaq	the Haisla root of ʔaqn
(584)	Nuxalk	cited form	ʔak‟ʷna	'sea canoe'
(584)	Oowekyala	cited form	xʷak‟ʷna	the Oowekyala cognate of ʔak‟ʷna
(584)	Oowekyala	root	√xʷakʷ	the Oowekyala root of xʷak‟ʷna
(585)	Nuxalk	cited form	ʔalkʷ	'herald, messenger'
(585)	Haisla	cited form	ʔalǝkʷ	'spokesman for a chief', the Haisla cognate of ʔalkʷ
(585)	Haisla	root	√ʔa	the Haisla root of ʔalǝkʷ
(587)	Nuxalk	cited form	ʔanana	'ouch'
(587)	Haisla	cited form	ʔnanà	the Haisla cognate of ʔanana
(587)	Haisla	root	√na	the Haisla root of ʔnanà
(588)	Nuxalk	cited form	ʔa:ƛ‟a	'build a river canoe'
(588)	NW	root	√ʔaƛ‟	'build a boat', the North Wakashan cognate of ʔa:ƛ‟a
(589)	Nuxalk	root	√aƛ‟s	'behind, east, interior'
(589)	NW	root	√ʔaƛ	'be inland', the North Wakashan cognate of √aƛ‟s
(590)	Nuxalk	cited form	ʔa:wanaaχ-kʷ	'raft'
(590)	Nuxalk	underlying	*√wanaʔq	the earlier form of ʔa:wanaaχ-kʷ
(590)	Nuxalk	underlying	wanaq‟	the variant earlier form of ʔa:wanaaχ-kʷ
(590)	NW	root	√wnq(‟)	'low in the water', the North Wakashan cognate of ʔa:wanaaχ-kʷ
(592)	Nuxalk	cited form	ʔixaʔi(i)	'incomplete, not quite, almost'
(592)	NW	root	√ʔixa	'draw near, almost', the North Wakashan cognate of ʔixaʔi(i)
(593)	Nuxalk	cited form	ʔiiχsa	'medicine'
(593)	Nuxalk	root	√ʔiiχsn	'medicine', the root
(593)	NW	cited form	ʔiχsa	the North Wakashan cognate of ʔiiχsa
(593)	NW	root	√ʔiq	the North Wakashan root of ʔiχsa
(594)	Nuxalk	cited form	ʔis-m:c‟m	'dip food in grease'
(594)	NW	root	√c‟p	the North Wakashan cognate of ʔis-m:c‟m
(595)	Nuxalk	root	√ʔissa	'put earrings on sb'
(595)	Kwak̓wala	cited form	ʔiʔslà	'abalone shells', the Kwak̓wala cognate of √ʔissa
(595)	Kwak̓wala	root	√ʔis	'abalone', the Kwak̓wala root of ʔiʔslà
(596)	Nuxalk	cited form	ks	'take off, pull off'
(596)	NW	root	√ks	'push away', the North Wakashan cognate of ks
(597)	Nuxalk	cited form	kʷncaɬa	'type of canoe'
(597)	NW	root	√kʷns	'use steam, for example to bend ribs of canoe', the cognate of kʷncaɬa
(598)	Nuxalk	cited form	k‟axʷ	'empty, absent, nothing'
(598)	NW	root	√k‟iw	the North Wakashan cognate of k‟axʷ
(599)	Nuxalk	cited form	k‟ita	'herring rake'
(599)	NW	root	√k‟it	'catch herrings with a rake', the cognate of k‟ita
(600)	Nuxalk	cited form	k‟ita	'little finger'
(600)	Haisla	cited form	k‟idà	the Haisla cognate of k‟ita
(600)	Haisla	root	√k‟i	the Haisla root of k‟idà
(601)	Nuxalk	cited form	ɬaaχ(aɬ)ta	'shoulder blade'
(601)	NW	cited form	ƛaq‟ʷdn	the North Wakashan cognate of ɬaaχ(aɬ)ta
(601)	NW	root	√ƛaqʷ	the North Wakashan root of ƛaq‟ʷdn
(602)	Nuxalk	cited form	ɬq	'wet'
(602)	Kwak̓wala	root	√ƛq	the Kwak̓wala cognate of ɬq
(603)	Nuxalk	cited form	ɬq‟	'to slap; slice, cut into slabs'
(603)	Kwak̓wala	root	√ƛq	'clap, slap', the Kwak̓wala cognate of ɬq‟
(604)	Nuxalk	cited form	ɬukʷala	'student of the supernatural'
(604)	Oowekyala	cited form	λugʷala	the Oowekyala and Kwak̓wala cognate of ɬukʷala
(604)	Oowekyala	root	√λugʷ	the root of λugʷala
(605)	Nuxalk	cited form	ɬu:ɬp	'soft, spongy'
(605)	Haisla	root	√ɬup	'soft, soggy', the Haisla cognate of ɬu:ɬp
(606)	Nuxalk	cited form	lu:luχʷ-am	'have sexual foreplay'
(606)	NW	root	√luχʷ	'roll', the North Wakashan cognate of lu:luχʷ-am
(607)	Nuxalk	cited form	mac-ta	'side dish'
(607)	NW	root	√mas	'eat as a ...', the North Wakashan cognate of mac-ta
(608)	Nuxalk	cited form	s-ma:mac-tn-ak	'fir cone'
(609)	Nuxalk	cited form	mac‟i	'cured salmon roe'
(609)	Oowekyala	cited form	maʒm	the Oowekyala cognate of mac‟i
(609)	Oowekyala	root	√mas	the Oowekyala root of maʒm
(610)	Nuxalk	cited form	mik‟t	'arrowhead'
(610)	Haisla	cited form	mik‟t	'obsidian', the Haisla cognate of mik‟t
(610)	Haisla	root	√mik	the Haisla root of mik‟t
(611)	Nuxalk	cited form	miɬa	'type of dance'
(611)	Haisla	cited form	m‟	'teasing dance', the first piece the extraction leaves of the Haisla cognate
(611)	Haisla	cited form	ƛa	the second piece the extraction leaves of the Haisla cognate of miɬa
(611)	Haisla	root	√m‟iƛ	the Haisla root of the cognate of miɬa
(612)	Nuxalk	cited form	mnck	'count things'
(612)	NW	root	√m‟nc	'to measure', the North Wakashan cognate of mnck
(613)	Nuxalk	cited form	mntxʷ	'dip sth up'
(613)	Nuxalk	root	√mntaxʷ	'dip sth up', the root
(614)	Nuxalk	cited form	mnɬat	'measure'
(615)	Nuxalk	root	√muq‟ʷ	'stale, bland'
(615)	NW	root	√m‟uqʷ	the North Wakashan cognate of √muq‟ʷ
(616)	Nuxalk	cited form	paaqiɁyala	'type of storage box'
(616)	Haisla	cited form	pàqi‟ala	'vessel with board on top', the Haisla cognate of paaqiɁyala
(616)	Haisla	root	√paq	the Haisla root of pàqi‟ala
(617)	Nuxalk	cited form	plkiʔwa	'cedarwood box used for storing food'
(617)	Haisla	cited form	pl	'thin lid on top of box', the first piece of the Haisla cognate
(617)	Haisla	cited form	ki‟a	the second piece the extraction leaves of the Haisla cognate of plkiʔwa
(617)	Haisla	root	√pl	the Haisla root of the cognate of plkiʔwa
(618)	Nuxalk	cited form	ps	'shape, mold'
(618)	NW	root	√pis	'soft, pliable', the North Wakashan cognate of ps
